,full_name,player_id,year,player_age,league,rank,vote_points,1st_place,mvp_share,Total_WAR,WAR_bat,WAR_pit,b_ab,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg
3998,Dewayne Wise,276547.0,2009,31,AL,0.0,0.0,0.0,0.0,0.77,0.77,0.0,142,153,32,19,8,3,2,27,3,17.6,2.0,0.225,0.366,0.255,0.621
4005,Magglio Ordonez,120044.0,2009,35,AL,0.0,0.0,0.0,0.0,0.76,0.76,0.0,465,518,144,109,24,2,9,65,51,12.5,9.8,0.31,0.428,0.376,0.804
4026,Julio Borbon,474865.0,2009,23,AL,0.0,0.0,0.0,0.0,0.75,0.75,0.0,157,179,49,41,4,0,4,28,15,15.6,8.4,0.312,0.414,0.363,0.777
4046,Vladimir Guerrero,115223.0,2009,34,AL,0.0,0.0,0.0,0.0,0.74,0.74,0.0,383,407,113,81,16,1,15,56,19,13.8,4.7,0.295,0.46,0.334,0.794
4071,Adam Everett,276361.0,2009,32,AL,0.0,0.0,0.0,0.0,0.73,0.73,0.0,345,390,82,58,21,0,3,61,22,15.6,5.6,0.238,0.325,0.277,0.602
4078,David Ortiz,120074.0,2009,34,AL,0.0,0.0,0.0,0.0,0.73,0.73,0.0,541,627,129,65,35,1,28,134,74,21.4,11.8,0.238,0.462,0.332,0.794
4079,Mike Carp,455077.0,2009,23,AL,0.0,0.0,0.0,0.0,0.73,0.73,0.0,54,65,17,12,3,1,1,10,8,15.4,12.3,0.315,0.463,0.415,0.878
4080,Koyie Hill,425542.0,2009,30,NL,0.0,0.0,0.0,0.0,0.73,0.73,0.0,253,284,60,44,12,2,2,78,27,27.5,9.5,0.237,0.324,0.31,0.634
4125,Reed Johnson,407862.0,2009,33,NL,0.0,0.0,0.0,0.0,0.71,0.71,0.0,165,186,42,26,10,2,4,27,13,14.5,7.0,0.255,0.412,0.328,0.74
4134,Paul Maholm,430904.0,2009,27,NL,0.0,0.0,0.0,0.0,0.7000000000000001,-0.36,1.06,58,67,4,2,1,0,1,36,3,53.7,4.5,0.069,0.138,0.104,0.242
4170,Edwin Encarnacion,429665.0,2009,26,AL,0.0,0.0,0.0,0.0,0.69,0.69,0.0,293,338,66,40,11,2,13,67,37,19.8,10.9,0.225,0.41,0.32,0.729
4171,Jesus Flores,435520.0,2009,25,NL,0.0,0.0,0.0,0.0,0.69,0.69,0.0,93,106,28,19,3,2,4,26,11,24.5,10.4,0.301,0.505,0.368,0.873
4194,Ian Stewart,456655.0,2009,24,NL,0.0,0.0,0.0,0.0,0.68,0.68,0.0,425,491,97,50,19,3,25,138,56,28.1,11.4,0.228,0.464,0.322,0.785
4199,Wade LeBlanc,453281.0,2009,25,NL,0.0,0.0,0.0,0.0,0.6799999999999999,-0.05,0.73,13,17,1,1,0,0,0,3,1,17.6,5.9,0.077,0.077,0.118,0.195
4235,Justin Maxwell,452239.0,2009,26,NL,0.0,0.0,0.0,0.0,0.66,0.66,0.0,89,102,22,13,4,1,4,32,12,31.4,11.8,0.247,0.449,0.343,0.793
4237,Brett Myers,408206.0,2009,29,NL,0.0,0.0,0.0,0.0,0.66,0.14,0.52,18,20,4,3,1,0,0,4,1,20.0,5.0,0.222,0.278,0.25,0.528
4242,Shairon Martis,463017.0,2009,22,NL,0.0,0.0,0.0,0.0,0.66,0.21,0.45,24,27,5,4,1,0,0,6,0,22.2,0.0,0.208,0.25,0.185,0.435
4271,Pedro Martinez,118377.0,2009,38,NL,0.0,0.0,0.0,0.0,0.65,-0.08,0.73,14,16,1,1,0,0,0,6,1,37.5,6.3,0.071,0.071,0.125,0.196
4275,Julio Lugo,150061.0,2009,34,NL,0.0,0.0,0.0,0.0,0.64,0.64,0.0,257,293,72,51,13,5,3,45,29,15.4,9.9,0.28,0.405,0.348,0.753
4298,John Baker,434633.0,2009,28,NL,0.0,0.0,0.0,0.0,0.63,0.63,0.0,373,423,101,67,25,0,9,89,41,21.0,9.7,0.271,0.41,0.348,0.758
4312,Rick van den Hurk,462995.0,2009,24,NL,0.0,0.0,0.0,0.0,0.63,-0.25,0.88,21,22,0,0,0,0,0,17,0,77.3,0.0,0.0,0.0,0.0,0.0
4332,Chase Headley,452104.0,2009,25,NL,0.0,0.0,0.0,0.0,0.62,0.62,0.0,543,612,142,97,31,2,12,133,62,21.7,10.1,0.262,0.392,0.342,0.734
4341,Paul Janish,457926.0,2009,27,NL,0.0,0.0,0.0,0.0,0.6199999999999999,0.94,-0.32,256,292,54,32,21,0,1,40,26,13.7,8.9,0.211,0.305,0.291,0.596
4371,Rocco Baldelli,408306.0,2009,28,AL,0.0,0.0,0.0,0.0,0.6,0.6,0.0,150,164,38,26,4,1,7,37,11,22.6,6.7,0.253,0.433,0.311,0.744
4381,Landon Powell,445169.0,2009,27,AL,0.0,0.0,0.0,0.0,0.6,0.6,0.0,140,155,32,18,7,0,7,36,14,23.2,9.0,0.229,0.429,0.297,0.725
4384,Jerry Hairston,150020.0,2009,33,AL,0.0,0.0,0.0,0.0,0.6,0.6,0.0,383,433,96,62,23,1,10,54,32,12.5,7.4,0.251,0.394,0.309,0.704
4385,Rusty Ryal,489277.0,2009,26,NL,0.0,0.0,0.0,0.0,0.6,0.6,0.0,59,68,16,5,6,2,3,21,6,30.9,8.8,0.271,0.593,0.353,0.946
4389,Josh Fogg,150319.0,2009,33,NL,0.0,0.0,0.0,0.0,0.6,-0.03,0.63,9,12,1,1,0,0,0,1,1,8.3,8.3,0.111,0.111,0.167,0.278
4390,Francisco Cervelli,465041.0,2009,23,AL,0.0,0.0,0.0,0.0,0.6,0.6,0.0,94,101,28,23,4,0,1,11,2,10.9,2.0,0.298,0.372,0.297,0.669
4392,Jack Hannahan,435219.0,2009,29,AL,0.0,0.0,0.0,0.0,0.6,0.6,0.0,267,301,57,37,14,2,4,71,30,23.6,10.0,0.213,0.326,0.296,0.622
4398,Ricky Nolasco,445060.0,2009,27,NL,0.0,0.0,0.0,0.0,0.5900000000000001,-0.09,0.68,50,62,7,7,0,0,0,25,2,40.3,3.2,0.14,0.14,0.145,0.285
4408,Ken Griffey Jr.,115135.0,2009,40,AL,0.0,0.0,0.0,0.0,0.59,0.59,0.0,387,454,83,45,19,0,19,80,63,17.6,13.9,0.214,0.411,0.324,0.735
4415,Alex Cora,133321.0,2009,34,NL,0.0,0.0,0.0,0.0,0.59,0.59,0.0,271,308,68,55,11,1,1,28,25,9.1,8.1,0.251,0.31,0.312,0.622
4425,Hiroki Kuroda,493133.0,2009,34,NL,0.0,0.0,0.0,0.0,0.5800000000000001,0.03,0.55,28,39,4,4,0,0,0,11,2,28.2,5.1,0.143,0.143,0.154,0.297
4446,Alex Avila,488671.0,2009,22,AL,0.0,0.0,0.0,0.0,0.58,0.58,0.0,61,72,17,8,4,0,5,18,10,25.0,13.9,0.279,0.59,0.375,0.965
4455,Sam Fuld,453539.0,2009,28,NL,0.0,0.0,0.0,0.0,0.57,0.57,0.0,97,115,29,21,6,1,1,10,17,8.7,14.8,0.299,0.412,0.409,0.821
4477,Nick Punto,346857.0,2009,32,AL,0.0,0.0,0.0,0.0,0.56,0.56,0.0,359,440,82,65,15,1,1,70,61,15.9,13.9,0.228,0.284,0.327,0.611
4483,Josh Hamilton,285078.0,2009,28,AL,0.0,0.0,0.0,0.0,0.56,0.56,0.0,336,365,90,59,19,2,10,79,24,21.6,6.6,0.268,0.426,0.315,0.741
4487,Carlos Delgado,113232.0,2009,37,NL,0.0,0.0,0.0,0.0,0.56,0.56,0.0,94,112,28,16,7,1,4,20,12,17.9,10.7,0.298,0.521,0.393,0.914
4521,Mitch Maier,430574.0,2009,27,AL,0.0,0.0,0.0,0.0,0.55,0.55,0.0,341,397,83,62,15,3,3,76,43,19.1,10.8,0.243,0.331,0.327,0.659
4558,Charlie Morton,450203.0,2009,26,NL,0.0,0.0,0.0,0.0,0.54,-0.07,0.61,31,33,4,4,0,0,0,15,0,45.5,0.0,0.129,0.129,0.121,0.25
4580,Juan Francisco,464433.0,2009,22,NL,0.0,0.0,0.0,0.0,0.53,0.53,0.0,21,25,9,7,1,0,1,7,3,28.0,12.0,0.429,0.619,0.52,1.139
4594,Lastings Milledge,451186.0,2009,24,NL,0.0,0.0,0.0,0.0,0.52,0.52,0.0,244,265,68,53,11,0,4,47,13,17.7,4.9,0.279,0.373,0.321,0.694
4596,Carlos Gomez,460576.0,2009,24,AL,0.0,0.0,0.0,0.0,0.52,0.52,0.0,315,349,72,49,15,5,3,72,22,20.6,6.3,0.229,0.337,0.281,0.617
4601,Jose Morales,458643.0,2009,26,AL,0.0,0.0,0.0,0.0,0.52,0.52,0.0,119,134,37,31,6,0,0,22,14,16.4,10.4,0.311,0.361,0.381,0.742
4603,Gabe Kapler,137002.0,2009,34,AL,0.0,0.0,0.0,0.0,0.52,0.52,0.0,205,238,49,25,15,1,8,39,29,16.4,12.2,0.239,0.439,0.328,0.767
4607,Ivan Rodriguez,121358.0,2009,38,NL,0.0,0.0,0.0,0.0,0.52,0.52,0.0,425,448,106,71,23,2,10,92,18,20.5,4.0,0.249,0.384,0.279,0.663
4624,Travis Snider,501983.0,2009,21,AL,0.0,0.0,0.0,0.0,0.51,0.51,0.0,241,276,58,34,14,1,9,78,29,28.3,10.5,0.241,0.419,0.326,0.745
4648,Matt Tolbert,445196.0,2009,27,AL,0.0,0.0,0.0,0.0,0.51,0.51,0.0,198,231,46,36,7,1,2,37,21,16.0,9.1,0.232,0.308,0.29,0.598
4676,Ross Gload,340393.0,2009,33,NL,0.0,0.0,0.0,0.0,0.5,0.46,0.04,230,259,60,42,10,2,6,30,23,11.6,8.9,0.261,0.4,0.328,0.728
4682,Nate Schierholtz,435625.0,2009,25,NL,0.0,0.0,0.0,0.0,0.49,0.49,0.0,285,308,76,50,19,2,5,58,16,18.8,5.2,0.267,0.4,0.302,0.702
4685,Matt LaPorta,453181.0,2009,24,AL,0.0,0.0,0.0,0.0,0.49,0.49,0.0,181,198,46,26,13,0,7,37,12,18.7,6.1,0.254,0.442,0.308,0.75
4690,Bud Norris,502032.0,2009,24,NL,0.0,0.0,0.0,0.0,0.49,0.02,0.47,16,18,3,3,0,0,0,4,0,22.2,0.0,0.188,0.188,0.222,0.41
4706,Ian Snell,430636.0,2009,28,AL,0.0,0.0,0.0,0.0,0.49,0.0,0.49,23,27,4,4,0,0,0,10,0,37.0,0.0,0.174,0.174,0.148,0.322
4715,Ross Detwiler,446321.0,2009,23,NL,0.0,0.0,0.0,0.0,0.48999999999999994,-0.2,0.69,19,19,1,1,0,0,0,12,0,63.2,0.0,0.053,0.053,0.053,0.105
4721,J.J. Hardy,429666.0,2009,27,NL,0.0,0.0,0.0,0.0,0.48,0.48,0.0,414,465,95,66,16,2,11,85,43,18.3,9.2,0.229,0.357,0.301,0.659
4746,John Maine,429720.0,2009,28,NL,0.0,0.0,0.0,0.0,0.4700000000000001,-0.09,0.56,27,29,4,4,0,0,0,11,0,37.9,0.0,0.148,0.148,0.138,0.286
4753,Chan Ho Park,120221.0,2009,36,NL,0.0,0.0,0.0,0.0,0.47000000000000003,0.19,0.28,14,18,2,1,0,0,1,5,3,27.8,16.7,0.143,0.357,0.278,0.635
4773,John Buck,407833.0,2009,29,AL,0.0,0.0,0.0,0.0,0.47,0.47,0.0,186,202,46,22,12,4,8,55,13,27.2,6.4,0.247,0.484,0.297,0.781
4792,Humberto Quintero,279827.0,2009,30,NL,0.0,0.0,0.0,0.0,0.46,0.46,0.0,157,168,37,24,8,1,4,41,7,24.4,4.2,0.236,0.376,0.286,0.662
4820,Robinzon Diaz,433697.0,2009,26,NL,0.0,0.0,0.0,0.0,0.45,0.45,0.0,129,138,36,28,7,0,1,9,3,6.5,2.2,0.279,0.357,0.304,0.661
4829,Matt Stairs,122644.0,2009,41,NL,0.0,0.0,0.0,0.0,0.45,0.45,0.0,103,129,20,11,4,0,5,30,23,23.3,17.8,0.194,0.379,0.357,0.735
4854,Yorvit Torrealba,150275.0,2009,31,NL,0.0,0.0,0.0,0.0,0.44,0.44,0.0,213,242,62,48,11,1,2,42,21,17.4,8.7,0.291,0.38,0.347,0.727
4883,Wilson Valdez,407832.0,2009,31,NL,0.0,0.0,0.0,0.0,0.43,0.43,0.0,86,95,22,17,3,2,0,10,8,10.5,8.4,0.256,0.337,0.326,0.664
4898,Michael Aubrey,430956.0,2009,27,AL,0.0,0.0,0.0,0.0,0.42,0.42,0.0,90,95,26,15,7,0,4,10,5,10.5,5.3,0.289,0.5,0.326,0.826
4903,John McDonald,150348.0,2009,35,AL,0.0,0.0,0.0,0.0,0.42,0.42,0.0,151,156,39,28,7,0,4,18,1,11.5,0.6,0.258,0.384,0.269,0.653
4904,Jody Gerut,425506.0,2009,32,NL,0.0,0.0,0.0,0.0,0.42,0.42,0.0,274,298,63,41,13,0,9,43,19,14.4,6.4,0.23,0.376,0.279,0.654
4907,Jamie Moyer,119469.0,2009,47,NL,0.0,0.0,0.0,0.0,0.42,0.07,0.35,42,59,5,5,0,0,0,21,6,35.6,10.2,0.119,0.119,0.203,0.322
4929,Rick Ankiel,150449.0,2009,30,NL,0.0,0.0,0.0,0.0,0.41,0.41,0.0,372,404,86,52,21,2,11,99,26,24.5,6.4,0.231,0.387,0.285,0.672
4937,Pete Orr,434681.0,2009,30,NL,0.0,0.0,0.0,0.0,0.41,0.41,0.0,75,81,19,15,2,1,1,15,3,18.5,3.7,0.253,0.347,0.272,0.618
4939,Alejandro De Aza,457477.0,2009,25,NL,0.0,0.0,0.0,0.0,0.41,0.41,0.0,20,27,5,4,1,0,0,5,5,18.5,18.5,0.25,0.3,0.37,0.67
4980,Eric Hinske,400134.0,2009,32,NL,0.0,0.0,0.0,0.0,0.4,0.4,0.0,190,224,46,26,12,0,8,52,27,23.2,12.1,0.242,0.432,0.348,0.78
5025,Rob Johnson,453531.0,2009,27,AL,0.0,0.0,0.0,0.0,0.38,0.38,0.0,258,290,55,32,19,2,2,60,26,20.7,9.0,0.213,0.326,0.286,0.612
5029,Kazuo Matsui,430565.0,2009,34,NL,0.0,0.0,0.0,0.0,0.38,0.38,0.0,476,533,119,88,20,2,9,85,34,15.9,6.4,0.25,0.357,0.293,0.65
5040,Jarrod Saltalamacchia,457454.0,2009,24,AL,0.0,0.0,0.0,0.0,0.38,0.38,0.0,283,310,66,45,12,0,9,97,22,31.3,7.1,0.233,0.371,0.287,0.658
5068,Brad Ausmus,110385.0,2009,40,NL,0.0,0.0,0.0,0.0,0.37,0.37,0.0,95,107,28,23,4,0,1,21,5,19.6,4.7,0.295,0.368,0.327,0.696
5098,Edwin Maysonet,446474.0,2009,28,NL,0.0,0.0,0.0,0.0,0.36,0.36,0.0,69,79,20,17,2,0,1,19,5,24.1,6.3,0.29,0.362,0.316,0.679
5104,Mike Sweeney,123041.0,2009,36,AL,0.0,0.0,0.0,0.0,0.36,0.36,0.0,242,266,68,45,15,0,8,31,17,11.7,6.4,0.281,0.442,0.335,0.777
5137,Josh Wilson,425543.0,2009,28,AL,0.0,0.0,0.0,0.0,0.35,0.35,0.0,192,211,42,27,11,1,3,44,12,20.9,5.7,0.219,0.333,0.275,0.608
5141,Craig Stammen,489334.0,2009,25,NL,0.0,0.0,0.0,0.0,0.35,0.21,0.14,31,37,6,3,3,0,0,10,2,27.0,5.4,0.194,0.29,0.216,0.507
5154,Ronny Cedeno,430592.0,2009,26,NL,0.0,0.0,0.0,0.0,0.34,0.34,0.0,341,376,71,50,8,3,10,79,19,21.0,5.1,0.208,0.337,0.247,0.585
5193,Alcides Escobar,444876.0,2009,23,NL,0.0,0.0,0.0,0.0,0.33,0.33,0.0,125,134,38,33,3,1,1,18,4,13.4,3.0,0.304,0.368,0.328,0.696
5207,Alex Gordon,460086.0,2009,25,AL,0.0,0.0,0.0,0.0,0.33,0.33,0.0,164,189,38,26,6,0,6,43,21,22.8,11.1,0.232,0.378,0.323,0.701
5272,Henry Blanco,111072.0,2009,38,NL,0.0,0.0,0.0,0.0,0.31,0.31,0.0,204,232,48,30,12,0,6,50,26,21.6,11.2,0.235,0.382,0.319,0.701
5273,Anderson Hernandez,435038.0,2009,27,NL,0.0,0.0,0.0,0.0,0.31,0.31,0.0,366,404,92,70,15,4,3,63,33,15.6,8.2,0.251,0.339,0.309,0.648
5276,Taylor Teagarden,460003.0,2009,26,AL,0.0,0.0,0.0,0.0,0.31,0.31,0.0,198,218,43,24,13,0,6,76,14,34.9,6.4,0.217,0.374,0.266,0.64
5279,Daniel McCutchen,445216.0,2009,27,NL,0.0,0.0,0.0,0.0,0.30000000000000004,-0.04,0.34,11,12,1,1,0,0,0,3,1,25.0,8.3,0.091,0.091,0.167,0.258
5285,Matt Maloney,476011.0,2009,25,NL,0.0,0.0,0.0,0.0,0.3,0.09,0.21,12,15,3,3,0,0,0,5,1,33.3,6.7,0.25,0.25,0.267,0.517
5291,Tyler Colvin,502125.0,2009,24,NL,0.0,0.0,0.0,0.0,0.3,0.3,0.0,17,20,3,3,0,0,0,5,2,25.0,10.0,0.176,0.176,0.25,0.426
5294,Andruw Jones,116662.0,2009,32,AL,0.0,0.0,0.0,0.0,0.3,0.3,0.0,281,331,60,25,18,0,17,72,45,21.8,13.6,0.214,0.459,0.323,0.782
5311,Alex Gonzalez,136460.0,2009,32,AL,0.0,0.0,0.0,0.0,0.3,0.3,0.0,391,429,93,63,22,0,8,65,20,15.2,4.7,0.238,0.355,0.273,0.628
5316,Kip Wells,150337.0,2009,32,NL,0.0,0.0,0.0,0.0,0.29000000000000004,0.01,0.28,11,17,1,1,0,0,0,4,0,23.5,0.0,0.091,0.091,0.059,0.15
5317,Miguel Cairo,111867.0,2009,35,NL,0.0,0.0,0.0,0.0,0.29,0.29,0.0,45,47,12,8,2,1,1,4,0,8.5,0.0,0.267,0.422,0.277,0.699
5318,Gary Sheffield,122111.0,2009,41,NL,0.0,0.0,0.0,0.0,0.29,0.29,0.0,268,312,74,49,13,2,10,46,40,14.7,12.8,0.276,0.451,0.372,0.823
5330,Chris Getz,460051.0,2009,26,AL,0.0,0.0,0.0,0.0,0.29,0.29,0.0,375,415,98,74,18,4,2,54,30,13.0,7.2,0.261,0.347,0.323,0.67
5355,Frank Catalanotto,112131.0,2009,35,NL,0.0,0.0,0.0,0.0,0.28,0.28,0.0,144,162,40,30,6,3,1,23,14,14.2,8.6,0.278,0.382,0.346,0.728
5371,Luis Durango,470516.0,2009,23,NL,0.0,0.0,0.0,0.0,0.27,0.27,0.0,11,14,6,6,0,0,0,2,2,14.3,14.3,0.545,0.545,0.571,1.117
5381,Milton Bradley,150396.0,2009,31,NL,0.0,0.0,0.0,0.0,0.27,0.27,0.0,393,473,101,71,17,1,12,95,66,20.1,14.0,0.257,0.397,0.376,0.773
5398,Trent Oeltjen,469721.0,2009,26,NL,0.0,0.0,0.0,0.0,0.26,0.26,0.0,70,73,17,9,4,1,3,13,1,17.8,1.4,0.243,0.457,0.247,0.704
5403,Kris Medlen,450665.0,2009,24,NL,0.0,0.0,0.0,0.0,0.26,-0.2,0.46,13,13,0,0,0,0,0,7,0,53.8,0.0,0.0,0.0,0.0,0.0
5441,Juan Castro,112128.0,2009,37,NL,0.0,0.0,0.0,0.0,0.25,0.25,0.0,112,121,31,26,4,0,1,25,6,20.7,5.0,0.277,0.339,0.306,0.645
5451,Geovany Soto,434567.0,2009,26,NL,0.0,0.0,0.0,0.0,0.24,0.24,0.0,331,389,72,41,19,1,11,77,50,19.8,12.9,0.218,0.381,0.321,0.702
5469,Ramon Santiago,421124.0,2009,30,AL,0.0,0.0,0.0,0.0,0.24,0.24,0.0,262,296,70,55,6,2,7,57,17,19.3,5.7,0.267,0.385,0.307,0.693
5480,John Smoltz,122477.0,2009,42,NL,0.0,0.0,0.0,0.0,0.24,-0.05,0.29,15,16,1,1,0,0,0,7,1,43.8,6.3,0.067,0.067,0.125,0.192
5497,Andy Tracy,282905.0,2009,36,NL,0.0,0.0,0.0,0.0,0.23,0.23,0.0,12,12,5,4,0,1,0,3,0,25.0,0.0,0.417,0.583,0.417,1.0
5503,Paul Phillips,150207.0,2009,32,NL,0.0,0.0,0.0,0.0,0.23,0.23,0.0,45,54,14,11,2,0,1,3,7,5.6,13.0,0.311,0.422,0.389,0.811
5504,Gerardo Parra,467827.0,2009,22,NL,0.0,0.0,0.0,0.0,0.23,0.23,0.0,455,491,132,98,21,8,5,89,25,18.1,5.1,0.29,0.404,0.322,0.726
5509,Tony Abreu,473234.0,2009,25,NL,0.0,0.0,0.0,0.0,0.23,0.23,0.0,8,11,2,2,0,0,0,2,3,18.2,27.3,0.25,0.25,0.455,0.705
5528,Justin Turner,457759.0,2009,25,AL,0.0,0.0,0.0,0.0,0.23,0.23,0.0,18,22,3,3,0,0,0,3,4,13.6,18.2,0.167,0.167,0.318,0.485
5543,Mat Gamel,451143.0,2009,24,NL,0.0,0.0,0.0,0.0,0.22,0.22,0.0,128,148,31,19,6,1,5,54,18,36.5,12.2,0.242,0.422,0.338,0.76
5559,Jarrett Hoffpauir,459440.0,2009,26,NL,0.0,0.0,0.0,0.0,0.22,0.22,0.0,12,16,3,1,2,0,0,2,4,12.5,25.0,0.25,0.417,0.438,0.854
5581,Brian Buscher,430927.0,2009,28,AL,0.0,0.0,0.0,0.0,0.21,0.21,0.0,136,164,32,26,3,1,2,35,24,21.3,14.6,0.235,0.316,0.36,0.676
5603,Jason Giambi,114739.0,2009,38,NL,0.0,0.0,0.0,0.0,0.21,0.21,0.0,293,359,59,32,14,0,13,80,57,22.3,15.9,0.201,0.382,0.343,0.725
5646,Ramon Castro,135783.0,2009,33,NL,0.0,0.0,0.0,0.0,0.2,0.2,0.0,155,171,34,19,8,0,7,39,16,22.8,9.4,0.219,0.406,0.292,0.699
5648,Matt Tuiasosopo,449168.0,2009,23,AL,0.0,0.0,0.0,0.0,0.19,0.19,0.0,22,25,5,3,1,0,1,5,2,20.0,8.0,0.227,0.409,0.28,0.689
5671,Ryan Langerhans,407798.0,2009,29,AL,0.0,0.0,0.0,0.0,0.19,0.19,0.0,101,122,22,12,6,1,3,28,14,23.0,11.5,0.218,0.386,0.303,0.689
5701,Sean West,476811.0,2009,23,NL,0.0,0.0,0.0,0.0,0.18,-0.24,0.42,31,35,2,1,1,0,0,19,0,54.3,0.0,0.065,0.097,0.057,0.154
5703,Mitch Jones,462536.0,2009,32,NL,0.0,0.0,0.0,0.0,0.18,0.18,0.0,13,15,4,3,1,0,0,6,0,40.0,0.0,0.308,0.385,0.4,0.785
5704,Chris Coste,400120.0,2009,36,NL,0.0,0.0,0.0,0.0,0.18,0.18,0.0,205,230,46,31,13,0,2,55,22,23.9,9.6,0.224,0.317,0.3,0.617
5710,Reid Brignac,458582.0,2009,23,AL,0.0,0.0,0.0,0.0,0.18,0.18,0.0,90,93,25,14,8,2,1,20,3,21.5,3.2,0.278,0.444,0.301,0.746
5719,Ryan Sadowski,455961.0,2009,27,NL,0.0,0.0,0.0,0.0,0.18,-0.08,0.26,10,12,1,1,0,0,0,6,0,50.0,0.0,0.1,0.1,0.083,0.183
5724,Jeremy Hermida,435181.0,2009,25,NL,0.0,0.0,0.0,0.0,0.18,0.18,0.0,429,491,111,82,14,2,13,101,56,20.6,11.4,0.259,0.392,0.348,0.74
5736,Chad Moeller,150224.0,2009,34,AL,0.0,0.0,0.0,0.0,0.17,0.17,0.0,89,100,23,12,8,1,2,16,7,16.0,7.0,0.258,0.438,0.31,0.748
5741,Ryan Spilborghs,448676.0,2009,30,NL,0.0,0.0,0.0,0.0,0.17,0.17,0.0,352,393,85,50,24,3,8,79,34,20.1,8.7,0.241,0.395,0.308,0.703
5752,Endy Chavez,346795.0,2009,31,AL,0.0,0.0,0.0,0.0,0.17,0.17,0.0,161,182,44,38,3,1,2,22,14,12.1,7.7,0.273,0.342,0.319,0.66
5756,Esteban German,407397.0,2009,31,AL,0.0,0.0,0.0,0.0,0.17,0.17,0.0,46,50,14,10,4,0,0,7,4,14.0,8.0,0.304,0.391,0.36,0.751
5773,Lou Marson,453974.0,2009,23,AL,0.0,0.0,0.0,0.0,0.17,0.17,0.0,61,72,15,8,7,0,0,21,10,29.2,13.9,0.246,0.361,0.347,0.708
5776,Mitchell Boggs,459939.0,2009,25,NL,0.0,0.0,0.0,0.0,0.16000000000000003,-0.12,0.28,14,17,1,0,1,0,0,6,0,35.3,0.0,0.071,0.143,0.059,0.202
5777,Chris Volstad,458690.0,2009,23,NL,0.0,0.0,0.0,0.0,0.16000000000000003,-0.24,0.4,47,54,6,5,1,0,0,23,1,42.6,1.9,0.128,0.149,0.13,0.279
5779,Jason Bourgeois,430652.0,2009,27,NL,0.0,0.0,0.0,0.0,0.16,0.16,0.0,37,40,7,6,0,0,1,7,3,17.5,7.5,0.189,0.27,0.25,0.52
5783,Joe Dillon,434338.0,2009,34,AL,0.0,0.0,0.0,0.0,0.16,0.16,0.0,30,35,9,8,0,0,1,4,3,11.4,8.6,0.3,0.4,0.4,0.8
5785,Eric Stults,445590.0,2009,30,NL,0.0,0.0,0.0,0.0,0.16,-0.03,0.19,15,21,1,1,0,0,0,8,3,38.1,14.3,0.067,0.067,0.19,0.257
5793,Brayan Pena,430910.0,2009,27,AL,0.0,0.0,0.0,0.0,0.16,0.16,0.0,165,183,45,29,10,0,6,18,12,9.8,6.6,0.273,0.442,0.311,0.754
5797,Mike Rivera,407576.0,2009,33,NL,0.0,0.0,0.0,0.0,0.16,0.16,0.0,114,132,26,17,7,0,2,32,15,24.2,11.4,0.228,0.342,0.326,0.668
5840,Jermaine Dye,113679.0,2009,35,AL,0.0,0.0,0.0,0.0,0.15,0.15,0.0,503,574,126,79,19,1,27,108,64,18.8,11.1,0.25,0.453,0.34,0.793
5867,Kelly Johnson,430637.0,2009,27,NL,0.0,0.0,0.0,0.0,0.15,0.15,0.0,303,346,68,37,20,3,8,54,32,15.6,9.2,0.224,0.389,0.298,0.687
5869,Homer Bailey,456701.0,2009,23,NL,0.0,0.0,0.0,0.0,0.14999999999999997,-0.46,0.61,38,43,3,3,0,0,0,17,0,39.5,0.0,0.079,0.079,0.07,0.149
5870,Jason Kendall,116974.0,2009,35,NL,0.0,0.0,0.0,0.0,0.14,0.14,0.0,452,526,109,86,19,2,2,58,46,11.0,8.7,0.241,0.305,0.327,0.632
5871,Corky Miller,280061.0,2009,33,NL,0.0,0.0,0.0,0.0,0.14,0.14,0.0,95,111,18,13,4,0,1,23,12,20.7,10.8,0.189,0.263,0.279,0.542
5873,Eric Milton,132980.0,2009,34,NL,0.0,0.0,0.0,0.0,0.14,-0.09,0.23,8,11,0,0,0,0,0,3,0,27.3,0.0,0.0,0.0,0.091,0.091
5884,Jeff Larish,460252.0,2009,27,AL,0.0,0.0,0.0,0.0,0.14,0.14,0.0,74,90,16,8,3,1,4,25,15,27.8,16.7,0.216,0.446,0.344,0.79
5895,Edinson Volquez,450172.0,2009,26,NL,0.0,0.0,0.0,0.0,0.14,-0.18,0.32,16,19,1,1,0,0,0,8,0,42.1,0.0,0.063,0.063,0.053,0.115
5904,Brian Schneider,150411.0,2009,33,NL,0.0,0.0,0.0,0.0,0.14,0.14,0.0,170,194,37,23,11,0,3,21,18,10.8,9.3,0.218,0.335,0.289,0.624
5926,Omir Santos,435408.0,2009,28,NL,0.0,0.0,0.0,0.0,0.13,0.13,0.0,281,306,73,51,14,1,7,44,15,14.4,4.9,0.26,0.391,0.294,0.686
5932,Nick Green,407797.0,2009,31,AL,0.0,0.0,0.0,0.0,0.13,0.06,0.07,276,309,65,41,18,0,6,69,20,22.3,6.5,0.236,0.366,0.301,0.667
