,full_name,player_id,year,player_age,league,rank,vote_points,1st_place,mvp_share,Total_WAR,WAR_bat,WAR_pit,b_ab,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg
1812,Brett Phillips,621433.0,2021,27,AL,0.0,0.0,0.0,0.0,2.35,2.37,-0.02,253,292,52,26,9,4,13,113,33,38.7,11.3,0.206,0.427,0.298,0.725
1813,Clayton Kershaw,477132.0,2021,33,NL,0.0,0.0,0.0,0.0,2.35,0.23,2.12,36,39,8,8,0,0,0,11,1,28.2,2.6,0.222,0.222,0.231,0.453
1815,Ke'Bryan Hayes,663647.0,2021,24,NL,0.0,0.0,0.0,0.0,2.35,2.35,0.0,362,396,93,65,20,2,6,87,31,22.0,7.8,0.257,0.373,0.316,0.689
1820,Kyle Freeland,607536.0,2021,28,NL,0.0,0.0,0.0,0.0,2.34,0.19,2.15,33,40,6,5,1,0,0,17,2,42.5,5.0,0.182,0.212,0.2,0.412
1832,Eric Lauer,641778.0,2021,26,NL,0.0,0.0,0.0,0.0,2.33,0.22,2.11,26,37,4,3,0,0,1,15,3,40.5,8.1,0.154,0.269,0.216,0.485
1834,Chas McCormick,676801.0,2021,26,AL,0.0,0.0,0.0,0.0,2.33,2.33,0.0,284,320,73,47,12,0,14,104,25,32.5,7.8,0.257,0.447,0.319,0.766
1867,Merrill Kelly,518876.0,2021,33,NL,0.0,0.0,0.0,0.0,2.3,-0.16,2.46,47,58,3,2,1,0,0,27,4,46.6,6.9,0.064,0.085,0.121,0.206
1872,Zac Gallen,668678.0,2021,26,NL,0.0,0.0,0.0,0.0,2.3,0.21,2.09,32,42,6,4,2,0,0,18,1,42.9,2.4,0.188,0.25,0.167,0.417
1899,Hunter Renfroe,592669.0,2021,29,AL,0.0,0.0,0.0,0.0,2.26,2.26,0.0,521,572,135,71,33,0,31,130,44,22.7,7.7,0.259,0.501,0.315,0.816
1926,Lorenzo Cain,456715.0,2021,35,NL,0.0,0.0,0.0,0.0,2.23,2.23,0.0,257,286,66,45,13,0,8,48,26,16.8,9.1,0.257,0.401,0.329,0.729
1933,Elias Diaz,553869.0,2021,31,NL,0.0,0.0,0.0,0.0,2.23,2.23,0.0,338,371,83,46,18,1,18,60,30,16.2,8.1,0.246,0.464,0.31,0.774
1950,Patrick Wisdom,621550.0,2021,30,NL,0.0,0.0,0.0,0.0,2.21,2.21,0.0,338,375,78,37,13,0,28,153,32,40.8,8.5,0.231,0.518,0.304,0.822
1965,Steven Duggar,621453.0,2021,28,NL,0.0,0.0,0.0,0.0,2.2,2.2,0.0,268,297,69,42,14,5,8,88,27,29.6,9.1,0.257,0.437,0.33,0.767
1985,Kris Bryant,592178.0,2021,29,NL,0.0,0.0,0.0,0.0,2.17,2.17,0.0,513,586,136,77,32,2,25,135,62,23.0,10.6,0.265,0.481,0.353,0.835
1994,Alex Verdugo,657077.0,2021,25,AL,0.0,0.0,0.0,0.0,2.16,2.16,0.0,544,604,157,110,32,2,13,96,51,15.9,8.4,0.289,0.426,0.351,0.777
2019,Carson Kelly,608348.0,2021,27,NL,0.0,0.0,0.0,0.0,2.14,2.14,0.0,304,359,73,48,11,1,13,74,44,20.6,12.3,0.24,0.411,0.343,0.754
2020,Akil Baddoo,668731.0,2021,23,AL,0.0,0.0,0.0,0.0,2.14,2.14,0.0,413,461,107,67,20,7,13,122,45,26.5,9.8,0.259,0.436,0.33,0.766
2025,Eduardo Escobar,500871.0,2021,32,NL,0.0,0.0,0.0,0.0,2.13,2.13,0.0,549,599,139,80,26,5,28,124,48,20.7,8.0,0.253,0.472,0.314,0.786
2032,Alex Bregman,608324.0,2021,27,AL,0.0,0.0,0.0,0.0,2.12,2.12,0.0,348,400,94,65,17,0,12,53,44,13.3,11.0,0.27,0.422,0.355,0.777
2042,Leury Garcia,544725.0,2021,30,AL,0.0,0.0,0.0,0.0,2.11,2.11,0.0,415,474,111,80,22,4,5,97,41,20.5,8.6,0.267,0.376,0.329,0.705
2076,Max Kepler,596146.0,2021,28,AL,0.0,0.0,0.0,0.0,2.08,2.08,0.0,426,490,90,46,21,4,19,96,54,19.6,11.0,0.211,0.413,0.306,0.719
2083,Mitch Garver,641598.0,2021,30,AL,0.0,0.0,0.0,0.0,2.07,2.07,0.0,207,243,53,25,15,0,13,71,31,29.2,12.8,0.256,0.517,0.358,0.875
2090,Adrian Houser,605288.0,2021,28,NL,0.0,0.0,0.0,0.0,2.07,0.01,2.06,42,46,3,1,0,0,2,30,2,65.2,4.3,0.071,0.214,0.109,0.323
2096,Ha-Seong Kim,673490.0,2021,26,NL,0.0,0.0,0.0,0.0,2.07,2.07,0.0,267,298,54,32,12,2,8,71,22,23.8,7.4,0.202,0.352,0.268,0.621
2118,Yan Gomes,543228.0,2021,34,NL,0.0,0.0,0.0,0.0,2.05,2.05,0.0,349,375,88,58,15,1,14,78,19,20.8,5.1,0.252,0.421,0.301,0.723
2121,Nelson Cruz,443558.0,2021,41,AL,0.0,0.0,0.0,0.0,2.05,2.05,0.0,513,584,136,82,21,1,32,126,51,21.6,8.7,0.265,0.497,0.332,0.829
2141,Austin Meadows,640457.0,2021,26,AL,20.0,1.0,0.0,0.002380952,2.03,2.03,0.0,518,591,121,62,29,3,27,122,59,20.6,10.0,0.234,0.458,0.315,0.772
2172,Jonathan Schoop,570731.0,2021,30,AL,0.0,0.0,0.0,0.0,1.99,1.99,0.0,623,674,173,120,30,1,22,133,37,19.7,5.5,0.278,0.435,0.32,0.755
2195,Rafael Ortega,542364.0,2021,30,NL,0.0,0.0,0.0,0.0,1.97,1.97,0.0,296,330,86,59,14,2,11,70,30,21.2,9.1,0.291,0.463,0.358,0.82
2204,Kyle Seager,572122.0,2021,34,AL,0.0,0.0,0.0,0.0,1.95,1.95,0.0,603,670,128,63,29,1,35,161,59,24.0,8.8,0.212,0.438,0.285,0.723
2212,Rhys Hoskins,656555.0,2021,28,NL,0.0,0.0,0.0,0.0,1.95,1.95,0.0,389,443,96,40,29,0,27,108,47,24.4,10.6,0.247,0.53,0.334,0.864
2222,Amed Rosario,642708.0,2021,26,AL,0.0,0.0,0.0,0.0,1.94,1.94,0.0,550,588,155,113,25,6,11,120,31,20.4,5.3,0.282,0.409,0.321,0.731
2231,Eric Haase,606992.0,2021,29,AL,0.0,0.0,0.0,0.0,1.93,1.93,0.0,351,381,81,46,12,1,22,119,26,31.2,6.8,0.231,0.459,0.286,0.745
2234,Adam Duvall,594807.0,2021,33,NL,0.0,0.0,0.0,0.0,1.92,1.92,0.0,513,555,117,60,17,2,38,174,35,31.4,6.3,0.228,0.491,0.281,0.772
2241,Ramon Urias,602104.0,2021,27,AL,0.0,0.0,0.0,0.0,1.92,1.92,0.0,262,296,73,52,14,0,7,76,28,25.7,9.5,0.279,0.412,0.361,0.774
2250,Tyler Stephenson,663886.0,2021,25,NL,0.0,0.0,0.0,0.0,1.91,1.91,0.0,350,402,100,69,21,0,10,75,41,18.7,10.2,0.286,0.431,0.366,0.797
2302,Dansby Swanson,621020.0,2021,27,NL,0.0,0.0,0.0,0.0,1.86,1.86,0.0,588,653,146,84,33,2,27,167,52,25.6,8.0,0.248,0.449,0.311,0.76
2323,Andy Ibanez,628451.0,2021,28,AL,0.0,0.0,0.0,0.0,1.84,1.84,0.0,253,272,70,46,15,2,7,35,15,12.9,5.5,0.277,0.435,0.32,0.755
2335,David Fletcher,664058.0,2021,27,AL,0.0,0.0,0.0,0.0,1.83,1.83,0.0,626,665,164,132,27,3,2,60,31,9.0,4.7,0.262,0.324,0.295,0.619
2339,Kyle Schwarber,656941.0,2021,28,NL,0.0,0.0,0.0,0.0,1.83,1.83,0.0,399,471,106,55,19,0,32,127,64,27.0,13.6,0.266,0.554,0.374,0.928
2348,Mike Trout,545361.0,2021,30,AL,0.0,0.0,0.0,0.0,1.82,1.82,0.0,117,146,39,22,8,1,8,41,27,28.1,18.5,0.333,0.624,0.466,1.09
2362,Ketel Marte,606466.0,2021,28,NL,0.0,0.0,0.0,0.0,1.8,1.8,0.0,340,374,108,64,29,1,14,60,31,16.0,8.3,0.318,0.532,0.377,0.909
2370,Max Stassi,545358.0,2021,30,AL,0.0,0.0,0.0,0.0,1.79,1.79,0.0,282,319,68,43,11,1,13,101,28,31.7,8.8,0.241,0.426,0.326,0.752
2377,Odubel Herrera,546318.0,2021,30,NL,0.0,0.0,0.0,0.0,1.78,1.78,0.0,450,492,117,75,27,2,13,77,29,15.7,5.9,0.26,0.416,0.309,0.724
2382,Myles Straw,664702.0,2021,27,AL,0.0,0.0,0.0,0.0,1.78,1.78,0.0,564,638,153,119,29,1,4,121,67,19.0,10.5,0.271,0.348,0.348,0.695
2393,Huascar Ynoa,660623.0,2021,23,NL,0.0,0.0,0.0,0.0,1.77,0.32,1.45,32,32,7,4,1,0,2,15,0,46.9,0.0,0.219,0.438,0.219,0.656
2414,Zach Eflin,621107.0,2021,27,NL,0.0,0.0,0.0,0.0,1.76,-0.3,2.06,29,37,0,0,0,0,0,15,1,40.5,2.7,0.0,0.0,0.054,0.054
2415,Yadier Molina,425877.0,2021,39,NL,0.0,0.0,0.0,0.0,1.76,1.76,0.0,440,473,111,81,19,0,11,79,24,16.7,5.1,0.252,0.37,0.296,0.666
2419,Evan Longoria,446334.0,2021,36,NL,0.0,0.0,0.0,0.0,1.76,1.76,0.0,253,291,66,36,17,0,13,68,35,23.4,12.0,0.261,0.482,0.351,0.833
2425,Frank Schwindel,643524.0,2021,29,NL,0.0,0.0,0.0,0.0,1.75,1.75,0.0,242,259,79,44,20,1,14,41,16,15.8,6.2,0.326,0.591,0.371,0.962
2436,Jonathan Villar,542340.0,2021,30,NL,0.0,0.0,0.0,0.0,1.74,1.74,0.0,454,505,113,75,18,2,18,132,46,26.1,9.1,0.249,0.416,0.321,0.737
2441,Madison Bumgarner,518516.0,2021,32,NL,0.0,0.0,0.0,0.0,1.74,0.26,1.48,39,52,4,3,1,0,0,29,9,55.8,17.3,0.103,0.128,0.269,0.397
2497,Daulton Varsho,662139.0,2021,25,NL,0.0,0.0,0.0,0.0,1.69,1.69,0.0,284,315,70,40,17,2,11,67,30,21.3,9.5,0.246,0.437,0.317,0.754
2530,Wilmer Flores,527038.0,2021,30,NL,0.0,0.0,0.0,0.0,1.67,1.67,0.0,389,436,102,67,16,1,18,56,41,12.8,9.4,0.262,0.447,0.335,0.782
2545,Matt Duffy,622110.0,2021,30,NL,0.0,0.0,0.0,0.0,1.65,1.64,0.01,289,322,83,66,12,0,5,63,25,19.6,7.8,0.287,0.381,0.357,0.738
2565,Yandy Diaz,650490.0,2021,30,AL,0.0,0.0,0.0,0.0,1.63,1.63,0.0,465,541,119,85,20,1,13,85,69,15.7,12.8,0.256,0.387,0.353,0.74
2567,Connor Joe,656582.0,2021,29,NL,0.0,0.0,0.0,0.0,1.63,1.63,0.0,179,211,51,34,9,0,8,41,26,19.4,12.3,0.285,0.469,0.379,0.848
2572,Tyrone Taylor,621438.0,2021,27,NL,0.0,0.0,0.0,0.0,1.62,1.62,0.0,243,271,60,36,9,3,12,59,20,21.8,7.4,0.247,0.457,0.321,0.778
2589,Gavin Lux,666158.0,2021,24,NL,0.0,0.0,0.0,0.0,1.61,1.61,0.0,335,381,81,58,12,4,7,83,41,21.8,10.8,0.242,0.364,0.328,0.692
2600,Paul DeJong,657557.0,2021,28,NL,0.0,0.0,0.0,0.0,1.61,1.61,0.0,356,402,70,40,10,1,19,103,35,25.6,8.7,0.197,0.39,0.284,0.674
2609,Alcides Escobar,444876.0,2021,35,NL,0.0,0.0,0.0,0.0,1.6,1.6,0.0,319,349,92,65,21,2,4,56,17,16.0,4.9,0.288,0.404,0.338,0.742
2612,Ian Happ,664023.0,2021,27,NL,0.0,0.0,0.0,0.0,1.6,1.6,0.0,465,535,105,59,20,1,25,156,62,29.2,11.6,0.226,0.434,0.321,0.756
2617,Jake Fraley,641584.0,2021,26,AL,0.0,0.0,0.0,0.0,1.6,1.6,0.0,214,265,45,29,7,0,9,71,46,26.8,17.4,0.21,0.369,0.351,0.72
2627,Franmil Reyes,614177.0,2021,26,AL,0.0,0.0,0.0,0.0,1.59,1.59,0.0,418,466,106,56,18,2,30,149,43,32.0,9.2,0.254,0.522,0.324,0.846
2637,Aledmys Diaz,649557.0,2021,31,AL,0.0,0.0,0.0,0.0,1.58,1.58,0.0,294,319,76,49,19,0,8,62,16,19.4,5.0,0.259,0.405,0.317,0.721
2677,Adam Engel,641553.0,2021,30,AL,0.0,0.0,0.0,0.0,1.55,1.55,0.0,123,140,31,15,9,0,7,31,11,22.1,7.9,0.252,0.496,0.336,0.832
2786,Taylor Walls,670764.0,2021,25,AL,0.0,0.0,0.0,0.0,1.48,1.48,0.0,152,176,32,21,10,0,1,49,23,27.8,13.1,0.211,0.296,0.313,0.609
2797,Andrelton Simmons,592743.0,2021,32,AL,0.0,0.0,0.0,0.0,1.47,1.47,0.0,412,451,92,77,12,0,3,62,32,13.7,7.1,0.223,0.274,0.282,0.556
2808,DJ LeMahieu,518934.0,2021,33,AL,0.0,0.0,0.0,0.0,1.46,1.46,0.0,597,679,160,125,24,1,10,94,73,13.8,10.8,0.268,0.362,0.349,0.711
2824,Omar Narvaez,553882.0,2021,29,NL,0.0,0.0,0.0,0.0,1.45,1.45,0.0,391,445,104,73,20,0,11,84,41,18.9,9.2,0.266,0.402,0.342,0.743
2835,Seth Brown,664913.0,2021,29,AL,0.0,0.0,0.0,0.0,1.44,1.44,0.0,281,307,60,26,13,1,20,89,23,29.0,7.5,0.214,0.48,0.274,0.754
2843,Christian Arroyo,624414.0,2021,26,AL,0.0,0.0,0.0,0.0,1.43,1.48,-0.05,164,181,43,25,12,0,6,44,8,24.3,4.4,0.262,0.445,0.32,0.766
2847,Jesus Aguilar,542583.0,2021,31,NL,0.0,0.0,0.0,0.0,1.43,1.43,0.0,449,510,117,72,23,0,22,93,46,18.2,9.0,0.261,0.459,0.325,0.784
2858,Brendan Rodgers,663898.0,2021,25,NL,0.0,0.0,0.0,0.0,1.42,1.42,0.0,387,415,110,71,21,3,15,84,19,20.2,4.6,0.284,0.47,0.328,0.798
2908,Francisco Mejia,642336.0,2021,26,AL,0.0,0.0,0.0,0.0,1.3900000000000001,1.58,-0.19,250,277,65,41,15,3,6,49,17,17.7,6.1,0.26,0.416,0.321,0.737
2913,Austin Slater,596103.0,2021,29,NL,0.0,0.0,0.0,0.0,1.39,1.38,0.01,274,306,66,41,12,1,12,84,28,27.5,9.2,0.241,0.423,0.32,0.744
2924,Tommy Pham,502054.0,2021,33,NL,0.0,0.0,0.0,0.0,1.38,1.38,0.0,475,561,109,68,24,2,15,128,78,22.8,13.9,0.229,0.383,0.34,0.724
2927,Jeff McNeil,643446.0,2021,29,NL,0.0,0.0,0.0,0.0,1.38,1.38,0.0,386,426,97,70,19,1,7,58,29,13.6,6.8,0.251,0.36,0.319,0.679
2950,Andrew McCutchen,457705.0,2021,35,NL,0.0,0.0,0.0,0.0,1.36,1.36,0.0,482,574,107,55,24,1,27,132,81,23.0,14.1,0.222,0.444,0.334,0.778
2956,Tyler Anderson,542881.0,2021,32,NL,0.0,0.0,0.0,0.0,1.3599999999999999,-0.02,1.38,39,40,4,3,0,0,1,29,1,72.5,2.5,0.103,0.179,0.125,0.304
2995,Brian Anderson,605119.0,2021,28,NL,0.0,0.0,0.0,0.0,1.33,1.33,0.0,233,264,58,42,9,0,7,65,26,24.6,9.8,0.249,0.378,0.337,0.715
3020,Yu Darvish,506433.0,2021,35,NL,0.0,0.0,0.0,0.0,1.31,-0.06,1.37,53,55,5,3,2,0,0,25,0,45.5,0.0,0.094,0.132,0.109,0.241
3022,Danny Jansen,643376.0,2021,26,AL,0.0,0.0,0.0,0.0,1.31,1.31,0.0,184,205,41,17,13,0,11,44,17,21.5,8.3,0.223,0.473,0.298,0.77
3027,Lane Thomas,657041.0,2021,26,NL,0.0,0.0,0.0,0.0,1.31,1.31,0.0,226,264,53,29,15,2,7,63,37,23.9,14.0,0.235,0.412,0.341,0.752
3038,Alex Wood,622072.0,2021,30,NL,0.0,0.0,0.0,0.0,1.3,-0.27,1.57,38,47,0,0,0,0,0,26,5,55.3,10.6,0.0,0.0,0.106,0.106
3039,Manny Pina,444489.0,2021,34,NL,0.0,0.0,0.0,0.0,1.3,1.3,0.0,180,208,34,15,6,0,13,38,22,18.3,10.6,0.189,0.439,0.293,0.732
3041,Jon Gray,592351.0,2021,30,NL,0.0,0.0,0.0,0.0,1.3,-0.32,1.62,47,50,5,5,0,0,0,32,0,64.0,0.0,0.106,0.106,0.1,0.206
3042,Joe Ross,605452.0,2021,28,NL,0.0,0.0,0.0,0.0,1.2999999999999998,0.48,0.82,32,39,8,8,0,0,0,14,1,35.9,2.6,0.25,0.25,0.256,0.506
3051,Antonio Senzatela,622608.0,2021,26,NL,0.0,0.0,0.0,0.0,1.29,-0.46,1.75,39,51,2,2,0,0,0,19,0,37.3,0.0,0.051,0.051,0.039,0.09
3070,Blake Snell,605483.0,2021,29,NL,0.0,0.0,0.0,0.0,1.28,-0.09,1.37,34,37,4,4,0,0,0,17,0,45.9,0.0,0.118,0.118,0.108,0.226
3093,Jesus Sanchez,660821.0,2021,24,NL,0.0,0.0,0.0,0.0,1.27,1.27,0.0,227,251,57,33,8,2,14,78,20,31.1,8.0,0.251,0.489,0.319,0.808
3143,Tony Gonsolin,664062.0,2021,27,NL,0.0,0.0,0.0,0.0,1.23,0.07,1.16,17,19,3,2,1,0,0,8,1,42.1,5.3,0.176,0.235,0.211,0.446
3149,Jake Meyers,676694.0,2021,25,AL,0.0,0.0,0.0,0.0,1.22,1.22,0.0,146,163,38,24,8,0,6,50,10,30.7,6.1,0.26,0.438,0.319,0.757
3161,LaMonte Wade Jr,664774.0,2021,27,NL,0.0,0.0,0.0,0.0,1.22,1.22,0.0,336,381,85,47,17,3,18,89,33,23.4,8.7,0.253,0.482,0.323,0.805
3170,Nick Madrigal,663611.0,2021,24,AL,0.0,0.0,0.0,0.0,1.21,1.21,0.0,200,215,61,45,10,4,2,17,11,7.9,5.1,0.305,0.425,0.349,0.774
3181,Ryan Zimmerman,475582.0,2021,37,NL,0.0,0.0,0.0,0.0,1.2,1.2,0.0,255,273,62,32,16,0,14,77,16,28.2,5.9,0.243,0.471,0.286,0.756
3189,Anthony Rizzo,519203.0,2021,32,NL,0.0,0.0,0.0,0.0,1.2,1.18,0.02,496,576,123,75,23,3,22,87,52,15.1,9.0,0.248,0.44,0.344,0.783
3198,Christian Yelich,592885.0,2021,30,NL,0.0,0.0,0.0,0.0,1.19,1.19,0.0,399,475,99,69,19,2,9,113,70,23.8,14.7,0.248,0.373,0.362,0.736
3207,Kyle Farmer,571657.0,2021,31,NL,0.0,0.0,0.0,0.0,1.19,1.19,0.0,483,529,127,87,22,2,16,97,22,18.3,4.2,0.263,0.416,0.316,0.732
3226,Bradley Zimmer,605548.0,2021,29,AL,0.0,0.0,0.0,0.0,1.18,1.18,0.0,299,348,68,50,9,1,8,122,30,35.1,8.6,0.227,0.344,0.325,0.669
3232,Nico Hoerner,663538.0,2021,24,NL,0.0,0.0,0.0,0.0,1.17,1.17,0.0,149,170,45,35,10,0,0,25,17,14.7,10.0,0.302,0.369,0.382,0.751
3264,Kwang Hyun Kim,547942.0,2021,33,NL,0.0,0.0,0.0,0.0,1.15,0.2,0.95,26,29,3,2,1,0,0,9,0,31.0,0.0,0.115,0.154,0.138,0.292
3273,Donovan Solano,456781.0,2021,34,NL,0.0,0.0,0.0,0.0,1.14,1.14,0.0,307,344,86,62,17,0,7,58,25,16.9,7.3,0.28,0.404,0.343,0.747
3274,Jake Rogers,668670.0,2021,26,AL,0.0,0.0,0.0,0.0,1.14,1.2,-0.06,113,127,27,13,5,3,6,46,11,36.2,8.7,0.239,0.496,0.299,0.795
3319,Tyler Gilbert,656457.0,2021,28,NL,0.0,0.0,0.0,0.0,1.1199999999999999,-0.1,1.22,9,11,0,0,0,0,0,6,0,54.5,0.0,0.0,0.0,0.0,0.0
3323,Cesar Hernandez,514917.0,2021,31,AL,0.0,0.0,0.0,0.0,1.11,1.11,0.0,570,637,132,88,21,2,21,135,59,21.2,9.3,0.232,0.386,0.308,0.694
3358,Starlin Castro,516770.0,2021,31,NL,0.0,0.0,0.0,0.0,1.09,1.09,0.0,315,346,89,66,20,0,3,62,26,17.9,7.5,0.283,0.375,0.332,0.707
3388,Charlie Culberson,518586.0,2021,32,AL,0.0,0.0,0.0,0.0,1.08,1.02,0.06,247,271,60,38,15,2,5,64,17,23.6,6.3,0.243,0.381,0.292,0.672
3419,Jorge Soler,624585.0,2021,29,NL,0.0,0.0,0.0,0.0,1.05,1.05,0.0,516,602,115,61,27,0,27,142,67,23.6,11.1,0.223,0.432,0.312,0.744
3424,Garrett Cooper,643265.0,2021,31,NL,0.0,0.0,0.0,0.0,1.05,1.05,0.0,215,250,61,41,10,1,9,68,30,27.2,12.0,0.284,0.465,0.38,0.845
3436,Nick Solak,669256.0,2021,26,AL,0.0,0.0,0.0,0.0,1.04,1.04,0.0,458,511,111,80,18,2,11,107,34,20.9,6.7,0.242,0.362,0.313,0.676
3437,Paolo Espino,502179.0,2021,34,NL,0.0,0.0,0.0,0.0,1.04,0.13,0.91,30,33,5,5,0,0,0,15,0,45.5,0.0,0.167,0.167,0.152,0.318
3450,Jason Castro,488771.0,2021,34,AL,0.0,0.0,0.0,0.0,1.03,1.03,0.0,149,179,35,20,7,0,8,54,25,30.2,14.0,0.235,0.443,0.352,0.795
3455,Jeff Hoffman,656546.0,2021,28,NL,0.0,0.0,0.0,0.0,1.03,0.01,1.02,15,16,2,2,0,0,0,3,0,18.8,0.0,0.133,0.133,0.125,0.258
3460,Christian Vazquez,543877.0,2021,31,AL,0.0,0.0,0.0,0.0,1.03,1.03,0.0,458,498,118,88,23,1,6,84,33,16.9,6.6,0.258,0.352,0.307,0.659
3488,Charlie Blackmon,453568.0,2021,35,NL,0.0,0.0,0.0,0.0,1.01,1.01,0.0,514,582,139,97,25,4,13,91,54,15.6,9.3,0.27,0.411,0.351,0.761
3489,Mike Brosseau,670712.0,2021,27,AL,0.0,0.0,0.0,0.0,1.01,1.01,0.0,150,169,28,14,9,0,5,53,15,31.4,8.9,0.187,0.347,0.266,0.613
3511,Brett Gardner,458731.0,2021,38,AL,0.0,0.0,0.0,0.0,1.0,1.0,0.0,387,461,86,56,16,4,10,100,60,21.7,13.0,0.222,0.362,0.323,0.685
3537,David Peralta,444482.0,2021,34,NL,0.0,0.0,0.0,0.0,0.9800000000000001,1.07,-0.09,487,538,126,80,30,8,8,92,46,17.1,8.6,0.259,0.402,0.325,0.728
3554,Raimel Tapia,606132.0,2021,27,NL,0.0,0.0,0.0,0.0,0.98,0.98,0.0,487,533,133,99,26,2,6,70,40,13.1,7.5,0.273,0.372,0.326,0.698
3564,Luis Torrens,620443.0,2021,25,AL,0.0,0.0,0.0,0.0,0.97,0.97,0.0,346,378,84,51,16,2,15,99,28,26.2,7.4,0.243,0.431,0.299,0.73
3568,Eric Hosmer,543333.0,2021,32,NL,0.0,0.0,0.0,0.0,0.97,0.97,0.0,509,565,137,97,28,0,12,99,48,17.5,8.5,0.269,0.395,0.336,0.731
3569,Bryan De La Cruz,650559.0,2021,25,NL,0.0,0.0,0.0,0.0,0.97,0.97,0.0,199,219,59,45,7,2,5,53,18,24.2,8.2,0.296,0.427,0.356,0.783
3587,Jack Flaherty,656427.0,2021,26,NL,0.0,0.0,0.0,0.0,0.96,0.34,0.62,17,26,2,1,0,0,1,7,5,26.9,19.2,0.118,0.294,0.269,0.563
3604,Miguel Sano,593934.0,2021,28,AL,0.0,0.0,0.0,0.0,0.95,0.95,0.0,470,532,105,51,24,0,30,183,59,34.4,11.1,0.223,0.466,0.312,0.778
3632,Pedro Severino,600474.0,2021,28,AL,0.0,0.0,0.0,0.0,0.94,0.94,0.0,379,419,94,65,18,0,11,109,34,26.0,8.1,0.248,0.383,0.308,0.69
3637,Ji-Man Choi,596847.0,2021,30,AL,0.0,0.0,0.0,0.0,0.94,0.94,0.0,258,305,59,34,14,0,11,87,45,28.5,14.8,0.229,0.411,0.348,0.758
3646,Tom Murphy,608596.0,2021,30,AL,0.0,0.0,0.0,0.0,0.93,0.93,0.0,277,325,56,37,8,0,11,99,40,30.5,12.3,0.202,0.35,0.302,0.652
3649,Asdrubal Cabrera,452678.0,2021,36,NL,0.0,0.0,0.0,0.0,0.93,0.88,0.05,309,352,71,43,21,0,7,80,36,22.7,10.2,0.23,0.366,0.313,0.678
3650,Austin Nola,543592.0,2021,32,NL,0.0,0.0,0.0,0.0,0.93,0.93,0.0,173,194,47,33,12,0,2,19,14,9.8,7.2,0.272,0.376,0.34,0.716
3670,Abraham Toro,647351.0,2021,25,AL,0.0,0.0,0.0,0.0,0.92,0.92,0.0,335,375,80,57,12,0,11,54,31,14.4,8.3,0.239,0.373,0.315,0.688
3693,Yonny Hernandez,660634.0,2021,23,AL,0.0,0.0,0.0,0.0,0.91,0.91,0.0,143,166,31,26,5,0,0,32,17,19.3,10.2,0.217,0.252,0.313,0.565
3695,Luke Weaver,596133.0,2021,28,NL,0.0,0.0,0.0,0.0,0.9099999999999999,0.06,0.85,19,22,2,2,0,0,0,12,1,54.5,4.5,0.105,0.105,0.136,0.242
3698,Oscar Mercado,640458.0,2021,27,AL,0.0,0.0,0.0,0.0,0.9,0.9,0.0,214,238,48,30,11,1,6,42,21,17.6,8.8,0.224,0.369,0.298,0.667
3700,Ryan Mountcastle,663624.0,2021,24,AL,0.0,0.0,0.0,0.0,0.9,0.9,0.0,534,586,136,79,23,1,33,161,41,27.5,7.0,0.255,0.487,0.309,0.796
3705,Zach Thompson,605507.0,2021,28,NL,0.0,0.0,0.0,0.0,0.9,0.01,0.89,15,18,2,1,1,0,0,9,0,50.0,0.0,0.133,0.2,0.111,0.311
3707,Alejandro Kirk,672386.0,2021,23,AL,0.0,0.0,0.0,0.0,0.9,0.9,0.0,165,189,40,24,8,0,8,22,19,11.6,10.1,0.242,0.436,0.328,0.764
3714,Riley Adams,656180.0,2021,25,NL,0.0,0.0,0.0,0.0,0.89,0.89,0.0,99,120,22,11,8,1,2,40,15,33.3,12.5,0.222,0.384,0.358,0.742
3722,Freddy Galvis,520471.0,2021,32,AL,0.0,0.0,0.0,0.0,0.89,0.89,0.0,356,394,86,56,15,1,14,77,27,19.5,6.9,0.242,0.407,0.299,0.707
3734,Dylan Moore,664238.0,2021,29,AL,0.0,0.0,0.0,0.0,0.88,0.88,0.0,332,377,60,35,11,2,12,111,40,29.4,10.6,0.181,0.334,0.276,0.61
3797,Kyle Hendricks,543294.0,2021,32,NL,0.0,0.0,0.0,0.0,0.8500000000000001,-0.06,0.91,52,61,6,5,1,0,0,26,2,42.6,3.3,0.115,0.135,0.131,0.266
3825,Michael Conforto,624424.0,2021,28,NL,0.0,0.0,0.0,0.0,0.84,0.84,0.0,406,479,94,60,20,0,14,104,59,21.7,12.3,0.232,0.384,0.344,0.729
3827,Andres Gimenez,665926.0,2021,23,AL,0.0,0.0,0.0,0.0,0.84,0.84,0.0,188,210,41,26,10,0,5,54,11,25.7,5.2,0.218,0.351,0.281,0.632
3830,Lewin Diaz,650331.0,2021,25,NL,0.0,0.0,0.0,0.0,0.84,0.84,0.0,122,128,25,12,4,1,8,33,6,25.8,4.7,0.205,0.451,0.242,0.693
3833,Wil Myers,571976.0,2021,31,NL,0.0,0.0,0.0,0.0,0.84,0.84,0.0,442,500,113,70,24,2,17,141,54,28.2,10.8,0.256,0.434,0.334,0.768
