,full_name,player_id,year,player_age,league,rank,vote_points,1st_place,mvp_share,Total_WAR,WAR_bat,WAR_pit,b_ab,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg
7858,Anthony Bemboom,621532.0,2021,31,AL,0.0,0.0,0.0,0.0,-0.25,-0.19,-0.06,27,28,6,6,0,0,0,10,1,35.7,3.6,0.222,0.222,0.25,0.472
7859,Sam Haggerty,664059.0,2021,27,AL,0.0,0.0,0.0,0.0,-0.25,-0.25,0.0,86,94,16,11,3,0,2,28,6,29.8,6.4,0.186,0.291,0.245,0.535
7860,Shed Long,643418.0,2021,26,AL,0.0,0.0,0.0,0.0,-0.25,-0.25,0.0,111,121,22,13,4,1,4,39,9,32.2,7.4,0.198,0.36,0.256,0.617
7864,Sebastian Rivero,665861.0,2021,23,AL,0.0,0.0,0.0,0.0,-0.25,-0.25,0.0,40,44,7,5,2,0,0,15,3,34.1,6.8,0.175,0.225,0.25,0.475
7874,Matt Adams,571431.0,2021,33,NL,0.0,0.0,0.0,0.0,-0.25,-0.25,0.0,36,40,6,5,1,0,0,9,4,22.5,10.0,0.167,0.194,0.25,0.444
7889,Jose Lobaton,446653.0,2021,37,NL,0.0,0.0,0.0,0.0,-0.26,-0.26,0.0,11,13,0,0,0,0,0,5,2,38.5,15.4,0.0,0.0,0.154,0.154
7891,Danny Santana,542454.0,2021,31,AL,0.0,0.0,0.0,0.0,-0.26,-0.26,0.0,116,127,21,13,2,1,5,30,10,23.6,7.9,0.181,0.345,0.252,0.597
7898,Jorge Bonifacio,593528.0,2021,28,NL,0.0,0.0,0.0,0.0,-0.26,-0.26,0.0,11,12,1,1,0,0,0,6,1,50.0,8.3,0.091,0.091,0.167,0.258
7899,Daniel Robertson,621002.0,2021,27,NL,0.0,0.0,0.0,0.0,-0.26,-0.29,0.03,73,90,12,8,2,0,2,28,12,31.1,13.3,0.164,0.274,0.3,0.574
7985,Aaron Hicks,543305.0,2021,32,AL,0.0,0.0,0.0,0.0,-0.28,-0.28,0.0,108,126,21,14,3,0,4,30,14,23.8,11.1,0.194,0.333,0.294,0.627
7999,Nick Williams,608384.0,2021,28,AL,0.0,0.0,0.0,0.0,-0.28,-0.28,0.0,10,13,0,0,0,0,0,4,1,30.8,7.7,0.0,0.0,0.231,0.231
8000,Miguel Andujar,609280.0,2021,26,AL,0.0,0.0,0.0,0.0,-0.28,-0.28,0.0,154,162,39,31,2,0,6,28,7,17.3,4.3,0.253,0.383,0.284,0.667
8010,Alejo Lopez,664670.0,2021,25,NL,0.0,0.0,0.0,0.0,-0.28,-0.28,0.0,23,23,6,6,0,0,0,5,0,21.7,0.0,0.261,0.261,0.261,0.522
8024,Eli White,642201.0,2021,27,AL,0.0,0.0,0.0,0.0,-0.29,-0.29,0.0,198,220,35,22,6,1,6,66,18,30.0,8.2,0.177,0.308,0.259,0.567
8039,DJ Stewart,621466.0,2021,28,AL,0.0,0.0,0.0,0.0,-0.29,-0.29,0.0,270,318,55,33,10,0,12,89,44,28.0,13.8,0.204,0.374,0.324,0.698
8042,Hernan Perez,541650.0,2021,30,NL,0.0,0.0,0.0,0.0,-0.29,-0.36,0.07,19,21,1,1,0,0,0,10,2,47.6,9.5,0.053,0.053,0.143,0.195
8045,Austin Romine,519222.0,2021,33,NL,0.0,0.0,0.0,0.0,-0.29,-0.29,0.0,60,62,13,10,2,0,1,22,2,35.5,3.2,0.217,0.3,0.242,0.542
8046,Juan Lagares,501571.0,2021,32,AL,0.0,0.0,0.0,0.0,-0.29,-0.29,0.0,309,327,73,45,20,2,6,76,12,23.2,3.7,0.236,0.372,0.263,0.635
8047,Tony Wolters,547172.0,2021,29,NL,0.0,0.0,0.0,0.0,-0.29,-0.29,0.0,24,30,3,3,0,0,0,12,5,40.0,16.7,0.125,0.125,0.267,0.392
8063,Mike Ford,645801.0,2021,29,AL,0.0,0.0,0.0,0.0,-0.29,-0.29,0.0,60,72,8,5,0,0,3,23,11,31.9,15.3,0.133,0.283,0.278,0.561
8078,Gilberto Celestino,665482.0,2021,22,AL,0.0,0.0,0.0,0.0,-0.3,-0.3,0.0,59,62,8,3,3,0,2,14,3,22.6,4.8,0.136,0.288,0.177,0.466
8080,Willie Calhoun,641432.0,2021,27,AL,0.0,0.0,0.0,0.0,-0.3,-0.3,0.0,260,284,65,46,10,3,6,34,21,12.0,7.4,0.25,0.381,0.31,0.691
8086,Max Moroff,621559.0,2021,28,NL,0.0,0.0,0.0,0.0,-0.3,-0.3,0.0,16,16,1,1,0,0,0,10,0,62.5,0.0,0.063,0.063,0.063,0.125
8105,Danny Mendick,664901.0,2021,28,AL,0.0,0.0,0.0,0.0,-0.30000000000000004,-0.34,0.04,164,186,36,29,5,0,2,42,18,22.6,9.7,0.22,0.287,0.301,0.588
8106,Alex Blandino,607468.0,2021,29,NL,0.0,0.0,0.0,0.0,-0.30000000000000004,-0.2,-0.1,70,82,14,10,4,0,0,28,8,34.1,9.8,0.2,0.257,0.317,0.574
8122,Wilmer Difo,594694.0,2021,29,NL,0.0,0.0,0.0,0.0,-0.31,-0.06,-0.25,219,240,59,45,7,3,4,54,20,22.5,8.3,0.269,0.384,0.329,0.713
8125,Nomar Mazara,608577.0,2021,26,AL,0.0,0.0,0.0,0.0,-0.31,-0.31,0.0,165,181,35,25,5,2,3,45,15,24.9,8.3,0.212,0.321,0.276,0.597
8139,Kevin Smith,675656.0,2021,25,AL,0.0,0.0,0.0,0.0,-0.31,-0.31,0.0,32,36,3,2,0,0,1,11,3,30.6,8.3,0.094,0.188,0.194,0.382
8149,Cameron Maybin,457727.0,2021,34,NL,0.0,0.0,0.0,0.0,-0.32,-0.32,0.0,28,33,1,1,0,0,0,12,3,36.4,9.1,0.036,0.036,0.182,0.218
8173,Adam Haseley,656514.0,2021,25,NL,0.0,0.0,0.0,0.0,-0.32,-0.32,0.0,21,21,4,3,1,0,0,4,0,19.0,0.0,0.19,0.238,0.19,0.429
8185,Aristides Aquino,606157.0,2021,27,NL,0.0,0.0,0.0,0.0,-0.32,-0.32,0.0,174,204,33,16,6,1,10,75,27,36.8,13.2,0.19,0.408,0.299,0.707
8204,Vimael Machin,605353.0,2021,28,AL,0.0,0.0,0.0,0.0,-0.33,-0.33,0.0,32,37,4,4,0,0,0,10,3,27.0,8.1,0.125,0.125,0.189,0.314
8206,Phil Gosselin,594838.0,2021,33,AL,0.0,0.0,0.0,0.0,-0.33,-0.33,0.0,345,373,90,69,14,0,7,81,24,21.7,6.4,0.261,0.362,0.314,0.676
8209,Taylor Trammell,666211.0,2021,24,AL,0.0,0.0,0.0,0.0,-0.33,-0.33,0.0,156,178,25,10,7,0,8,75,17,42.1,9.6,0.16,0.359,0.253,0.612
8232,Phillip Evans,595943.0,2021,29,NL,0.0,0.0,0.0,0.0,-0.33999999999999997,-0.37,0.03,214,247,44,34,5,0,5,53,28,21.5,11.3,0.206,0.299,0.312,0.611
8235,Mickey Moniak,666160.0,2021,23,NL,0.0,0.0,0.0,0.0,-0.34,-0.34,0.0,33,37,3,2,0,0,1,16,3,43.2,8.1,0.091,0.182,0.162,0.344
8238,Mark Payton,592622.0,2021,30,NL,0.0,0.0,0.0,0.0,-0.34,-0.34,0.0,22,24,4,4,0,0,0,7,2,29.2,8.3,0.182,0.182,0.25,0.432
8241,Jay Bruce,457803.0,2021,34,AL,0.0,0.0,0.0,0.0,-0.34,-0.34,0.0,34,39,4,2,1,0,1,13,5,33.3,12.8,0.118,0.235,0.231,0.466
8246,Jason Martin,641829.0,2021,26,AL,0.0,0.0,0.0,0.0,-0.34,-0.34,0.0,144,154,30,21,3,0,6,41,8,26.6,5.2,0.208,0.354,0.247,0.601
8258,Marwin Gonzalez,503556.0,2021,32,AL,0.0,0.0,0.0,0.0,-0.34,-0.38,0.04,276,307,55,36,14,0,5,78,20,25.4,6.5,0.199,0.304,0.274,0.578
8299,Nick Heath,670084.0,2021,28,NL,0.0,0.0,0.0,0.0,-0.35,-0.35,0.0,35,39,5,4,1,0,0,15,4,38.5,10.3,0.143,0.171,0.231,0.402
8303,Scott Schebler,594988.0,2021,31,AL,0.0,0.0,0.0,0.0,-0.35,-0.35,0.0,34,34,5,2,3,0,0,17,0,50.0,0.0,0.147,0.235,0.147,0.382
8313,Dustin Fowler,641583.0,2021,27,NL,0.0,0.0,0.0,0.0,-0.36,-0.36,0.0,41,46,7,6,1,0,0,20,3,43.5,6.5,0.171,0.195,0.239,0.434
8319,Greg Deichmann,656364.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.36,-0.36,0.0,30,31,4,4,0,0,0,14,1,45.2,3.2,0.133,0.133,0.161,0.295
8325,Khalil Lee,666137.0,2021,23,NL,0.0,0.0,0.0,0.0,-0.36,-0.36,0.0,18,18,1,0,1,0,0,13,0,72.2,0.0,0.056,0.111,0.056,0.167
8329,Johan Camargo,622666.0,2021,28,NL,0.0,0.0,0.0,0.0,-0.36,-0.36,0.0,16,18,0,0,0,0,0,6,2,33.3,11.1,0.0,0.0,0.111,0.111
8354,Colton Welker,666213.0,2021,24,NL,0.0,0.0,0.0,0.0,-0.37,-0.37,0.0,37,40,7,6,1,0,0,11,3,27.5,7.5,0.189,0.216,0.25,0.466
8373,Isaac Paredes,670623.0,2021,22,AL,0.0,0.0,0.0,0.0,-0.37,-0.37,0.0,72,85,15,10,3,1,1,11,10,12.9,11.8,0.208,0.319,0.306,0.625
8379,P.J. Higgins,664731.0,2021,28,NL,0.0,0.0,0.0,0.0,-0.38,-0.38,0.0,23,25,1,1,0,0,0,8,2,32.0,8.0,0.043,0.043,0.12,0.163
8404,Rodolfo Castro,666801.0,2021,22,NL,0.0,0.0,0.0,0.0,-0.39,-0.39,0.0,86,93,17,10,2,0,5,27,6,29.0,6.5,0.198,0.395,0.258,0.653
8433,Todd Frazier,453943.0,2021,35,NL,0.0,0.0,0.0,0.0,-0.39,-0.39,0.0,35,40,3,2,1,0,0,6,3,15.0,7.5,0.086,0.114,0.2,0.314
8436,Jorge Alfaro,595751.0,2021,28,NL,0.0,0.0,0.0,0.0,-0.39,-0.39,0.0,295,311,72,52,15,1,4,99,11,31.8,3.5,0.244,0.342,0.283,0.625
8443,Sam Long,669674.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.39999999999999997,-0.04,-0.36,10,11,1,1,0,0,0,4,0,36.4,0.0,0.1,0.1,0.091,0.191
8448,Erik Gonzalez,570481.0,2021,30,NL,0.0,0.0,0.0,0.0,-0.4,-0.4,0.0,220,229,51,41,7,1,2,40,8,17.5,3.5,0.232,0.3,0.258,0.558
8458,Luis Rengifo,650859.0,2021,24,AL,0.0,0.0,0.0,0.0,-0.4,-0.4,0.0,174,190,35,28,1,0,6,38,9,20.0,4.7,0.201,0.31,0.242,0.552
8469,Mitch White,669952.0,2021,27,NL,0.0,0.0,0.0,0.0,-0.4,-0.13,-0.27,15,16,0,0,0,0,0,11,1,68.8,6.3,0.0,0.0,0.063,0.063
8474,Nick Senzel,669222.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.41,-0.41,0.0,111,124,28,23,4,0,1,16,12,12.9,9.7,0.252,0.315,0.323,0.638
8520,Aramis Garcia,605244.0,2021,28,AL,0.0,0.0,0.0,0.0,-0.42,-0.42,0.0,88,94,18,14,1,0,3,28,1,29.8,1.1,0.205,0.318,0.234,0.552
8553,Kurt Suzuki,435559.0,2021,38,AL,0.0,0.0,0.0,0.0,-0.43,-0.43,0.0,219,247,49,35,8,0,6,44,12,17.8,4.9,0.224,0.342,0.291,0.634
8559,Josh Reddick,502210.0,2021,34,NL,0.0,0.0,0.0,0.0,-0.43000000000000005,-0.4,-0.03,151,158,39,26,11,0,2,31,6,19.6,3.8,0.258,0.371,0.285,0.656
8604,Mike Freeman,502273.0,2021,34,NL,0.0,0.0,0.0,0.0,-0.45,-0.46,0.01,59,65,11,11,0,0,0,20,5,30.8,7.7,0.186,0.186,0.262,0.448
8634,Gerardo Parra,467827.0,2021,34,NL,0.0,0.0,0.0,0.0,-0.46,-0.46,0.0,97,107,23,16,5,0,2,30,6,28.0,5.6,0.237,0.351,0.29,0.64
8641,Dom Nunez,624513.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.47,-0.47,0.0,228,263,43,18,12,3,10,91,34,34.6,12.9,0.189,0.399,0.293,0.692
8646,Riley Smith,642092.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.47,-0.11,-0.36,16,17,0,0,0,0,0,11,0,64.7,0.0,0.0,0.0,0.0,0.0
8668,Mitch Keller,656605.0,2021,25,NL,0.0,0.0,0.0,0.0,-0.48,0.0,-0.48,28,32,3,3,0,0,0,14,2,43.8,6.3,0.107,0.107,0.156,0.263
8677,Matt Joyce,459964.0,2021,37,NL,0.0,0.0,0.0,0.0,-0.48,-0.48,0.0,55,69,5,2,1,0,2,16,12,23.2,17.4,0.091,0.218,0.261,0.479
8679,Johan Oviedo,670912.0,2021,23,NL,0.0,0.0,0.0,0.0,-0.48,0.12,-0.6,20,22,3,3,0,0,0,9,2,40.9,9.1,0.15,0.15,0.227,0.377
8684,Zack Short,670097.0,2021,26,AL,0.0,0.0,0.0,0.0,-0.48,-0.48,0.0,156,184,22,12,4,0,6,59,22,32.1,12.0,0.141,0.282,0.239,0.521
8695,Sheldon Neuse,641914.0,2021,27,NL,0.0,0.0,0.0,0.0,-0.48,-0.48,0.0,65,66,11,7,1,0,3,26,1,39.4,1.5,0.169,0.323,0.182,0.505
8697,Chase Anderson,502624.0,2021,34,NL,0.0,0.0,0.0,0.0,-0.48,-0.16,-0.32,11,14,0,0,0,0,0,6,0,42.9,0.0,0.0,0.0,0.0,0.0
8698,Joe Panik,605412.0,2021,31,AL,0.0,0.0,0.0,0.0,-0.48,-0.48,0.0,236,257,49,37,9,0,3,34,17,13.2,6.6,0.208,0.284,0.265,0.548
8699,Stevie Wilkerson,592859.0,2021,29,AL,0.0,0.0,0.0,0.0,-0.48,-0.48,0.0,72,76,12,9,3,0,0,30,3,39.5,3.9,0.167,0.208,0.211,0.419
8708,Jared Oliva,666931.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.49,-0.49,0.0,40,43,7,5,2,0,0,10,3,23.3,7.0,0.175,0.225,0.233,0.458
8728,Zack Collins,641470.0,2021,26,AL,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,195,231,41,24,13,0,4,69,34,29.9,14.7,0.21,0.338,0.329,0.667
8732,Cole Tucker,657061.0,2021,25,NL,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,117,131,26,18,4,2,2,33,13,25.2,9.9,0.222,0.342,0.298,0.64
8739,Miguel Cabrera,408234.0,2021,38,AL,0.0,0.0,0.0,0.0,-0.51,-0.51,0.0,472,526,121,90,16,0,15,118,40,22.4,7.6,0.256,0.386,0.316,0.701
8742,Cal Raleigh,663728.0,2021,25,AL,0.0,0.0,0.0,0.0,-0.51,-0.51,0.0,139,148,25,11,12,0,2,52,7,35.1,4.7,0.18,0.309,0.223,0.532
8744,Jesus Luzardo,666200.0,2021,24,NL,0.0,0.0,0.0,0.0,-0.51,0.11,-0.62,15,20,0,0,0,0,0,6,4,30.0,20.0,0.0,0.0,0.2,0.2
8755,Brian Goodwin,571718.0,2021,31,AL,0.0,0.0,0.0,0.0,-0.51,-0.51,0.0,235,271,52,33,10,1,8,58,33,21.4,12.2,0.221,0.374,0.317,0.692
8759,Domingo Leyba,642736.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.51,-0.51,0.0,87,96,10,8,1,0,1,23,8,24.0,8.3,0.115,0.161,0.198,0.359
8770,Scott Kingery,664068.0,2021,27,NL,0.0,0.0,0.0,0.0,-0.52,-0.52,0.0,19,19,1,1,0,0,0,12,0,63.2,0.0,0.053,0.053,0.053,0.105
8771,David Peterson,656849.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.52,-0.03,-0.49,16,20,1,0,1,0,0,10,0,50.0,0.0,0.063,0.125,0.1,0.225
8778,Jose Rojas,670351.0,2021,28,AL,0.0,0.0,0.0,0.0,-0.52,-0.52,0.0,168,184,35,15,14,0,6,50,15,27.2,8.2,0.208,0.399,0.277,0.676
8785,Luke Raley,670042.0,2021,27,NL,0.0,0.0,0.0,0.0,-0.52,-0.52,0.0,66,72,12,9,1,0,2,25,2,34.7,2.8,0.182,0.288,0.25,0.538
8799,Drew Butera,460077.0,2021,38,AL,0.0,0.0,0.0,0.0,-0.53,-0.53,0.0,32,36,3,2,1,0,0,16,0,44.4,0.0,0.094,0.125,0.083,0.208
8802,Max Kranick,668820.0,2021,24,NL,0.0,0.0,0.0,0.0,-0.53,-0.16,-0.37,12,14,0,0,0,0,0,5,0,35.7,0.0,0.0,0.0,0.0,0.0
8804,Henry Ramos,592656.0,2021,29,NL,0.0,0.0,0.0,0.0,-0.53,-0.53,0.0,50,55,10,7,2,0,1,12,4,21.8,7.3,0.2,0.3,0.255,0.555
8838,Luis Campusano,669134.0,2021,23,NL,0.0,0.0,0.0,0.0,-0.54,-0.54,0.0,34,38,3,3,0,0,0,11,4,28.9,10.5,0.088,0.088,0.184,0.272
8854,Jake Arrieta,453562.0,2021,35,NL,0.0,0.0,0.0,0.0,-0.55,0.12,-0.67,23,30,3,3,0,0,0,16,2,53.3,6.7,0.13,0.13,0.2,0.33
8864,Kean Wong,642221.0,2021,26,AL,0.0,0.0,0.0,0.0,-0.55,-0.55,0.0,60,66,10,7,2,1,0,17,2,25.8,3.0,0.167,0.233,0.182,0.415
8868,Justin Williams,642211.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.56,-0.56,0.0,119,137,19,15,0,0,4,46,17,33.6,12.4,0.16,0.261,0.27,0.531
8879,David Bote,623520.0,2021,28,NL,0.0,0.0,0.0,0.0,-0.56,-0.56,0.0,291,327,58,38,10,2,8,73,27,22.3,8.3,0.199,0.33,0.275,0.605
8883,Will Craig,643269.0,2021,27,NL,0.0,0.0,0.0,0.0,-0.56,-0.56,0.0,60,65,13,10,2,0,1,22,5,33.8,7.7,0.217,0.3,0.277,0.577
8945,Brent Rooker,667670.0,2021,27,AL,0.0,0.0,0.0,0.0,-0.6,-0.6,0.0,189,213,38,19,10,0,9,70,15,32.9,7.0,0.201,0.397,0.291,0.688
8960,Austin Wynns,642851.0,2021,31,AL,0.0,0.0,0.0,0.0,-0.6,-0.59,-0.01,130,139,24,16,4,0,4,31,8,22.3,5.8,0.185,0.308,0.23,0.538
8984,Jahmai Jones,663330.0,2021,24,AL,0.0,0.0,0.0,0.0,-0.62,-0.62,0.0,67,72,10,7,3,0,0,26,4,36.1,5.6,0.149,0.194,0.208,0.402
8986,Vidal Brujan,660644.0,2021,23,AL,0.0,0.0,0.0,0.0,-0.62,-0.62,0.0,26,26,2,2,0,0,0,8,0,30.8,0.0,0.077,0.077,0.077,0.154
9002,Evan White,657108.0,2021,25,AL,0.0,0.0,0.0,0.0,-0.63,-0.63,0.0,97,104,14,9,3,0,2,31,6,29.8,5.8,0.144,0.237,0.202,0.439
9030,JaCoby Jones,592444.0,2021,29,AL,0.0,0.0,0.0,0.0,-0.65,-0.65,0.0,100,105,17,13,2,0,2,42,5,40.0,4.8,0.17,0.25,0.21,0.46
9036,Stephen Piscotty,572039.0,2021,30,AL,0.0,0.0,0.0,0.0,-0.65,-0.65,0.0,173,188,38,25,8,0,5,48,13,25.5,6.9,0.22,0.353,0.282,0.635
9051,Dominic Smith,642086.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.66,-0.66,0.0,446,493,109,78,20,0,11,112,32,22.7,6.5,0.244,0.363,0.304,0.667
9056,Willi Castro,650489.0,2021,24,AL,0.0,0.0,0.0,0.0,-0.66,-0.66,0.0,413,450,91,61,15,6,9,109,23,24.2,5.1,0.22,0.351,0.271,0.622
9057,Jackie Bradley Jr.,598265.0,2021,31,NL,0.0,0.0,0.0,0.0,-0.66,-0.66,0.0,387,428,63,40,14,3,6,132,28,30.8,6.5,0.163,0.261,0.236,0.497
9066,Franchy Cordero,614173.0,2021,27,AL,0.0,0.0,0.0,0.0,-0.67,-0.67,0.0,127,136,24,17,6,0,1,51,8,37.5,5.9,0.189,0.26,0.235,0.495
9077,Willians Astudillo,553902.0,2021,30,AL,0.0,0.0,0.0,0.0,-0.6799999999999999,-0.75,0.07,208,216,49,34,8,0,7,12,3,5.6,1.4,0.236,0.375,0.259,0.634
9080,Jarren Duran,680776.0,2021,25,AL,0.0,0.0,0.0,0.0,-0.68,-0.68,0.0,107,112,23,16,3,2,2,40,4,35.7,3.6,0.215,0.336,0.241,0.578
9107,Cristian Pache,665506.0,2021,23,NL,0.0,0.0,0.0,0.0,-0.69,-0.69,0.0,63,68,7,3,3,0,1,25,2,36.8,2.9,0.111,0.206,0.147,0.353
9110,Jose Marmolejos,592530.0,2021,28,AL,0.0,0.0,0.0,0.0,-0.69,-0.69,0.0,106,122,17,9,4,0,4,39,15,32.0,12.3,0.16,0.311,0.262,0.574
9113,Eric Sogard,519299.0,2021,35,NL,0.0,0.0,0.0,0.0,-0.6900000000000001,-0.67,-0.02,169,180,42,34,6,1,1,30,9,16.7,5.0,0.249,0.314,0.283,0.597
9115,Eugenio Suarez,553993.0,2021,30,NL,0.0,0.0,0.0,0.0,-0.7,-0.7,0.0,505,574,100,46,23,0,31,171,56,29.8,9.8,0.198,0.428,0.286,0.713
9135,Chi Chi Gonzalez,592346.0,2021,29,NL,0.0,0.0,0.0,0.0,-0.71,0.07,-0.78,31,34,5,4,1,0,0,16,1,47.1,2.9,0.161,0.194,0.176,0.37
9151,Justin Upton,457708.0,2021,34,AL,0.0,0.0,0.0,0.0,-0.71,-0.71,0.0,318,362,67,38,12,0,17,107,39,29.6,10.8,0.211,0.409,0.296,0.704
9156,Curtis Terry,663799.0,2021,25,AL,0.0,0.0,0.0,0.0,-0.72,-0.72,0.0,45,48,4,2,2,0,0,15,2,31.3,4.2,0.089,0.133,0.146,0.279
9171,Drew Ellis,656403.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.73,-0.73,0.0,69,83,9,6,2,0,1,27,10,32.5,12.0,0.13,0.203,0.277,0.48
9183,Michael Perez,605421.0,2021,29,NL,0.0,0.0,0.0,0.0,-0.74,-0.74,0.0,210,231,30,14,8,1,7,68,19,29.4,8.2,0.143,0.29,0.221,0.511
9191,Andrew Young,670370.0,2021,27,NL,0.0,0.0,0.0,0.0,-0.74,-0.74,0.0,91,104,19,6,7,0,6,45,6,43.3,5.8,0.209,0.484,0.298,0.782
9219,Albert Almora,546991.0,2021,27,NL,0.0,0.0,0.0,0.0,-0.76,-0.66,-0.1,52,54,6,3,3,0,0,17,2,31.5,3.7,0.115,0.173,0.148,0.321
9221,Chad Wallach,595453.0,2021,30,NL,0.0,0.0,0.0,0.0,-0.76,-0.76,0.0,60,66,12,9,2,1,0,32,3,48.5,4.5,0.2,0.267,0.242,0.509
9222,Edwin Rios,621458.0,2021,27,NL,0.0,0.0,0.0,0.0,-0.77,-0.77,0.0,51,60,4,3,0,0,1,18,7,30.0,11.7,0.078,0.137,0.217,0.354
9263,Chris Paddack,663978.0,2021,25,NL,0.0,0.0,0.0,0.0,-0.79,-0.23,-0.56,35,42,1,1,0,0,0,26,1,61.9,2.4,0.029,0.029,0.071,0.1
9265,Jason Vosler,613564.0,2021,28,NL,0.0,0.0,0.0,0.0,-0.79,-0.79,0.0,73,82,13,6,4,0,3,21,7,25.6,8.5,0.178,0.356,0.256,0.612
9266,Didi Gregorius,544369.0,2021,31,NL,0.0,0.0,0.0,0.0,-0.79,-0.79,0.0,368,408,77,46,16,2,13,67,25,16.4,6.1,0.209,0.37,0.27,0.639
9295,Abraham Almonte,501659.0,2021,32,NL,0.0,0.0,0.0,0.0,-0.82,-0.82,0.0,148,175,32,15,12,0,5,38,26,21.7,14.9,0.216,0.399,0.331,0.73
9306,Matt Moore,519043.0,2021,32,NL,0.0,0.0,0.0,0.0,-0.83,-0.22,-0.61,19,20,0,0,0,0,0,13,0,65.0,0.0,0.0,0.0,0.0,0.0
9312,Sandy Leon,506702.0,2021,32,NL,0.0,0.0,0.0,0.0,-0.8300000000000001,-0.76,-0.07,202,220,37,28,5,0,4,65,12,29.5,5.5,0.183,0.267,0.236,0.504
9315,Jake Cave,595909.0,2021,29,AL,0.0,0.0,0.0,0.0,-0.84,-0.84,0.0,164,178,31,21,6,1,3,62,10,34.8,5.6,0.189,0.293,0.247,0.54
9321,Zach McKinstry,656716.0,2021,26,NL,0.0,0.0,0.0,0.0,-0.84,-0.84,0.0,158,172,34,18,9,0,7,50,10,29.1,5.8,0.215,0.405,0.262,0.667
9333,Alec Mills,621219.0,2021,30,NL,0.0,0.0,0.0,0.0,-0.8500000000000001,-0.34,-0.51,32,36,1,0,1,0,0,26,0,72.2,0.0,0.031,0.063,0.028,0.09
9367,Carlos Carrasco,471911.0,2021,34,NL,0.0,0.0,0.0,0.0,-0.91,-0.12,-0.79,15,19,0,0,0,0,0,10,0,52.6,0.0,0.0,0.0,0.0,0.0
9381,Robel Garcia,596825.0,2021,28,AL,0.0,0.0,0.0,0.0,-0.92,-0.79,-0.13,106,117,16,12,3,0,1,42,8,35.9,6.8,0.151,0.208,0.214,0.421
9386,Ryan O'Hearn,656811.0,2021,28,AL,0.0,0.0,0.0,0.0,-0.92,-0.92,0.0,236,254,53,38,5,1,9,71,13,28.0,5.1,0.225,0.369,0.268,0.636
9399,Zach Davies,605200.0,2021,28,NL,0.0,0.0,0.0,0.0,-0.94,0.04,-0.98,34,44,6,6,0,0,0,8,0,18.2,0.0,0.176,0.176,0.136,0.313
9414,David Dahl,621311.0,2021,27,AL,0.0,0.0,0.0,0.0,-0.95,-0.95,0.0,205,220,43,28,11,0,4,59,10,26.8,4.5,0.21,0.322,0.245,0.567
9436,Richie Martin,621006.0,2021,27,AL,0.0,0.0,0.0,0.0,-0.98,-0.98,0.0,98,105,23,20,2,0,1,28,4,26.7,3.8,0.235,0.286,0.267,0.552
9442,Carter Kieboom,666198.0,2021,24,NL,0.0,0.0,0.0,0.0,-0.99,-0.99,0.0,217,249,45,33,6,0,6,62,25,24.9,10.0,0.207,0.318,0.301,0.619
9443,Keston Hiura,669374.0,2021,25,NL,0.0,0.0,0.0,0.0,-0.99,-0.99,0.0,173,197,29,15,9,1,4,77,14,39.1,7.1,0.168,0.301,0.254,0.554
9455,Mike Moustakas,519058.0,2021,33,NL,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,183,206,38,20,12,0,6,46,18,22.3,8.7,0.208,0.372,0.282,0.653
9462,Matt Carpenter,572761.0,2021,36,NL,0.0,0.0,0.0,0.0,-1.01,-1.05,0.04,207,249,35,20,11,1,3,77,35,30.9,14.1,0.169,0.275,0.305,0.581
9509,Shogo Akiyama,673451.0,2021,33,NL,0.0,0.0,0.0,0.0,-1.09,-1.09,0.0,162,183,33,25,8,0,0,40,14,21.9,7.7,0.204,0.253,0.279,0.532
9515,Patrick Corbin,571578.0,2021,32,NL,0.0,0.0,0.0,0.0,-1.0999999999999999,0.09,-1.19,53,63,7,7,0,0,0,24,3,38.1,4.8,0.132,0.132,0.159,0.291
9521,Owen Miller,680911.0,2021,25,AL,0.0,0.0,0.0,0.0,-1.11,-1.11,0.0,191,202,39,27,8,0,4,54,9,26.7,4.5,0.204,0.309,0.243,0.551
9603,Gregory Polanco,570256.0,2021,30,NL,0.0,0.0,0.0,0.0,-1.3,-1.3,0.0,336,382,70,45,12,2,11,104,36,27.2,9.4,0.208,0.354,0.283,0.637
9628,Alec Bohm,664761.0,2021,25,NL,0.0,0.0,0.0,0.0,-1.35,-1.35,0.0,380,417,94,72,15,0,7,111,31,26.6,7.4,0.247,0.342,0.305,0.647
